source	record_id	original	editado	translation	tier	profile	unit_kind	unit_index	relation	language_hint	candidate_count	nahuatl_text	spanish_text	citation	context
1629 Alarcón	1629-alarcon:000033	tlauelia, nite	tetlahuelia	dañar	strongest	ritual_text_plus_spanish_explanation	paired_example	1	next-line	nahuatl	0	Nican nitlachiaz in amoxco, aquin on in quitlauelia, aquin mocualanaltia, ahzo Santo. Tlaxihualhuia chicnauhtlatetzontli, chicnautlamateloli &ª	Algunos de estos sortilegios (¿?) para mejor acierto de su embuste beben el ololiuhqui por añadidura y con esto mas de ordinario aciertan, porque mediante el pacto que en tal bebida el ololiuhqui interviene, como queda dicho en su lugar, les responde el demonio a las dudas y ellos lo rebozan con decir que lo adivinaron por la suerte; y porque en este capítulo he hecho mención de como tal vez dicen los tales sortilegios que la enfermedad es causada por el enojo de algún santo, será necesario extenderme más en este punto, porque se entienda mejor, y porque también con los santos juntan los que ellos tienen por dioses, como son las nubes, los cerros, los ríos, el aire y el fuego, y otras cosas a este modo; pues en hallándose atajado el tal sortilegio, no hallando causa a que atribuir la enfermedad del paciente para hallar salida a su embuste dice en su sortilegio, en el lugar donde cabe		DAÑAR Nican nitlachiaz in amoxco, aquin on in quitlauelia, aquin mocualanaltia, ahzo Santo. Tlaxihualhuia chicnauhtlatetzontli, chicnautlamateloli &ª Algunos de estos sortilegios (¿?) para mejor acierto de su embuste beben el ololiuhqui por añadidura y con esto mas de ordinario aciertan, porque mediante el pacto que en tal b
1629 Alarcón	1629-alarcon:000034	xoxouhqui tlauelli	xoxouhqui tlahuelli	enojo verde	strongest	ritual_text_plus_spanish_explanation	paired_example	1	next-line	nahuatl	0	Tla xihualhuia, tlazopilli centeotl; ticcehuiz cozauhqui yollotli; quizas xoxouhqui tlauelli; cozauhqui tlauelli. Nicquixtiz, nictotocaz nitlamacazqui, ninahualteuctli; niquihtiz tlamacazqui pahtecatl, yollocuepcatzin huel yolcuepcatzin.	A estos granos de maíz aplican la segunda parte de este medio, que son las palabras con que a su juicio, conjurando los maíces, les dan nueva fuerza y virtud para conseguir el efecto del trueque que pretenden; son pues las palabras: Ven acá, varón ilustre y estimado, un dios, que has de aplacar el corazón encendido (de enojos), has de desterra del el verde enojo; la ira amarilla yo la he de desterrar y ahuyentar que soy el sacerdote Príncipe de encantos, que le he dar a beber al espiritado medicinal trueca corazones (por conjurado).		ENOJO VERDE Tla xihualhuia, tlazopilli centeotl; ticcehuiz cozauhqui yollotli; quizas xoxouhqui tlauelli; cozauhqui tlauelli. Nicquixtiz, nictotocaz nitlamacazqui, ninahualteuctli; niquihtiz tlamacazqui pahtecatl, yollocuepcatzin huel yolcuepcatzin. A estos granos de maíz aplican la segunda parte de este medio, que son las palabras con que a su juicio, conjurando los maíces, les dan nueva fuerza y virtud para conseguir el
1629 Alarcón	1629-alarcon:000035	tlauhcalco	tlauhcalco	casa de la luz	strongest	ritual_text_plus_spanish_explanation	paired_example	1	next-line	nahuatl	0	Tla xihualhuia, nonan chalchicueye; tla xihuia, tla xictemoti, tla xiquitati tlamacazqui tlauhtzin, tlauhcalco, onca: ac teotl, ac mahuiztli in ye quipolocayotia, in ve quiteuhyotia.	Xoxoqui cocoliztli, yayauhqui cocoliztli: zan can tiaz, zan can tipolihuiz: ticpalipacaz, ticyectiliz in tlamacazqui tlautzin. Tla xihualhuia xoxoqui tonalli: yayauhqui tonalli: centepetl, cenmixtlahuatl tinemia: nican nimitztemoa, nican nimitzitlani, tonallie.		CASA DE LA LUZ Tla xihualhuia, nonan chalchicueye; tla xihuia, tla xictemoti, tla xiquitati tlamacazqui tlauhtzin, tlauhcalco, onca: ac teotl, ac mahuiztli in ye quipolocayotia, in ve quiteuhyotia. Xoxoqui cocoliztli, yayauhqui cocoliztli: zan can tiaz, zan can tipolihuiz: ticpalipacaz, ticyectiliz in tlamacazqui tlautzin. Tla xihualhuia xoxoqui tonalli: yayauhqui
1629 Alarcón	1629-alarcon:000035	tlauhcalco	tlauhcalco	casa de la luz	strongest	ritual_text_plus_spanish_explanation	paired_example	2	next-line	nahuatl	0	Xoxoqui cocoliztli, yayauhqui cocoliztli: zan can tiaz, zan can tipolihuiz: ticpalipacaz, ticyectiliz in tlamacazqui tlautzin. Tla xihualhuia xoxoqui tonalli: yayauhqui tonalli: centepetl, cenmixtlahuatl tinemia: nican nimitztemoa, nican nimitzitlani, tonallie.	Ea ya, ven, mi madre, la de la saya de piedras preciosas. Ea ya, camina, ve a buscar y a ver al espiritado reluciente que habita la casa de la luz para que sepamos qué Dios, o qué poderoso destruye ya, y torna en polvo a este desdichado.		, nonan chalchicueye; tla xihuia, tla xictemoti, tla xiquitati tlamacazqui tlauhtzin, tlauhcalco, onca: ac teotl, ac mahuiztli in ye quipolocayotia, in ve quiteuhyotia. Xoxoqui cocoliztli, yayauhqui cocoliztli: zan can tiaz, zan can tipolihuiz: ticpalipacaz, ticyectiliz in tlamacazqui tlautzin. Tla xihualhuia xoxoqui tonalli: yayauhqui tonalli: centepetl, cenmixtlahuatl tinemia: nican nimitztemoa, nican nimitzitlani, tonallie. Ea ya, ven, mi madre, la de la saya de piedras preciosas. Ea ya, camina, ve a buscar y a ver al espiritado reluciente que habita la casa de la luz para que sepamos qué Dios, o
1565 Sahagún Escolios	1565-sahagun-escolios:000058	tlauhcayotia, nitla	tlauhcayotia	dar buena fama a otros con obras	strongest	numbered_witness_glosses	paired_example	1	next-line	nahuatl	0	tlatauhcayotia	Glosas relevantes del escolio:		tlauhcayotia. dar fama a otros con obras pret. onitlateyoti onitlatauhcayoti . ¶ In cualli, ixuiuhtli, tepatillo (10) teixiptla, tlateyotia (11) tlatauhcayotia , xotla (12) cueponi. . A_92v. Glosas relevantes del escolio: (10) imagen viva ca. nopatillo, nixiptla ; (11) dar fama a otros con obras pret. onitlate
1565 Sahagún Escolios	1565-sahagun-escolios:000059	tlauhchihua, ni	tlauhchihua	enterar (enteresar)	strongest	numbered_witness_glosses	paired_example	1	next-line	nahuatl	0	tlauhchihua	Glosas relevantes del escolio:		tlauhchihua. enterar pret. onitlauhchiuh . In amo cualli huezuatli, tlanahualchihua (23), tlauhchihua (24) . A_94v. Glosas relevantes del escolio: (23) sisar pret. onitlanahualchiuh ; (24) enterar pret. onitlauhchiuh .
1565 Sahagún Escolios	1565-sahagun-escolios:000060	tlauhcopa	tlauhcopa	hacia el oriente	strongest	numbered_witness_glosses	paired_example	1	next-line	nahuatl	0	tlauhcopa	(71), quitoque Ca (72) yeh ompa in ye oncan in in quizaquiuh tonatiuh: yehuantin huel neltic (73) in intlatol in ompa tlachixque in ompa mapiloque (74). . P_161v.		tlauhcopa. hacia el oriente. Auh in cequintin huel ompa itztomomanque in tlauhcopa (71), quitoque Ca (72) yeh ompa in ye oncan in in quizaquiuh tonatiuh: yehuantin huel neltic (73) in intlatol in ompa tlachixque in ompa mapiloque (74). . P_161v. Glos
1551-95 Documentos nahuas de la Ciudad de México	1551-95-documentos-nahuas-de-la-ciudad-de-mexico:000101	tlauhquechol	tlauhquechol	tlauhquechol	sentence-heavy	legal_document_sentences	paired_example	1	next-line	nahuatl	0	Yoan nicteneua hyuitl tlauhquechol caxtolpoualli yoan tzinitzca yuitl macuilpoualli oncaxtolli yoan ontetl oceloeuatl iuhqui tlaxaquetatlalilli in izqui tlamantli in monamacaz naniman itech pouiz.	Ítem declaro que tengo trecientas plumas que llaman tlauhquechol y otras ciento y quince que llaman tzinytzcan y dos pellejos de tigre que son a manera de una zagueta todo lo cual se venda y de su valor se haga bien de mi ánima.	(Testamento de Angelina Martina, pochteca de Tlatelolco, tlaxilacalli de San Martín Telpochcaltitlan Pochtlan. Año 1580, [493])	TLAUHQUECHOL Yoan nicteneua hyuitl tlauhquechol caxtolpoualli yoan tzinitzca yuitl macuilpoualli oncaxtolli yoan ontetl oceloeuatl iuhqui tlaxaquetatlalilli in izqui tlamantli in monamacaz naniman itech pouiz. Ítem declaro que tengo trecientas plumas que llaman tlauhquechol y otras ciento y quince que llaman tzinytzcan y dos pellejos de tigre que son a manera de una zagueta todo lo c
1580 Sahagún/Máynez	1580-sahagun-maynez:000036	tlauhquechol*	tlauhquechol	ave roja	strongest	sahagun_narrative_terms	narrative_term_context	1	next-line	nahuatl	0	TLAUHQUECHOL*	[Y en tula]	[Y en tula]	"TLAUHQUECHOL* : ""Ave roja"" [Y en tula] se criaban muchos, y diversos géneros de aves, de pluma rica, y colores diversas, que se llaman xiuhtototl, y quetzaltototl, y zac"
1580 Sahagún/Máynez	1580-sahagun-maynez:000036	tlauhquechol*	tlauhquechol	ave roja	strongest	sahagun_narrative_terms	narrative_term_context	2	next-line	nahuatl	0	tlauhquechol	Mando Quetzalcóatl a todos los géneros de aves, de pluma rica; que se llaman, quetzaltototl, y xiuhtototl, y tlauhquechol.	Lib. 3, fol. 9, p. 210 v.	"roja"" [Y en tula] se criaban muchos, y diversos géneros de aves, de pluma rica, y colores diversas, que se llaman xiuhtototl, y quetzaltototl, y zacuan, y tlauhquechol . Lib. 3, fol. 9, p. 210 v. Mando Quetzalcóatl a todos los géneros de aves, de pluma rica; que se llaman, quetzaltototl, y xiuhtototl, y tlauhquechol.</"
1580 Sahagún/Máynez	1580-sahagun-maynez:000036	tlauhquechol*	tlauhquechol	ave roja	strongest	sahagun_narrative_terms	narrative_term_context	3	next-line	nahuatl	0	tlauhquechol.	Usaban los señores en la guerra, un casquete de plumas, muy colorado que se llaman tlauhquechol con oro, y alrededor del casquete.	Lib. 3, fol. 20, p. 221 r.	b>tlauhquechol . Lib. 3, fol. 9, p. 210 v. Mando Quetzalcóatl a todos los géneros de aves, de pluma rica; que se llaman, quetzaltototl, y xiuhtototl, y tlauhquechol. Lib. 3, fol. 20, p. 221 r. Usaban los señores en la guerra, un casquete de plumas, muy colorado que se llaman tlauhquechol con oro, y alrededor del
1580 Sahagún/Máynez	1580-sahagun-maynez:000036	tlauhquechol*	tlauhquechol	ave roja	strongest	sahagun_narrative_terms	narrative_term_context	4	next-line	nahuatl	0	tlauhquechol	con oro, y alrededor del casquete.	Lib. 8, fol. 20, p. 270 r.	tototl, y xiuhtototl, y tlauhquechol. Lib. 3, fol. 20, p. 221 r. Usaban los señores en la guerra, un casquete de plumas, muy colorado que se llaman tlauhquechol con oro, y alrededor del casquete. Lib. 8, fol. 20, p. 270 r. [Al referirse a las salas de la casa real, dice:] Otra sala se llamaba, to
1580 Sahagún/Máynez	1580-sahagun-maynez:000036	tlauhquechol*	tlauhquechol	ave roja	strongest	sahagun_narrative_terms	narrative_term_context	5	next-line	nahuatl	0	tlauhquechol	y zacuan, y papagayos, y alome, y coxolitli.	Lib. 8, fol. 30, p. 280 r.	de la casa real, dice:] Otra sala se llamaba, totocalli, donde estaban unos mayordomos, que guardaban todo género de aves, como águilas y otros pajarotes, que se llaman tlauhquechol y zacuan, y papagayos, y alome, y coxolitli. Lib. 8, fol. 30, p. 280 r. Hay otra ave, que se llama tlauhquechol , o teuquechol, y vive en el agua, e
1580 Sahagún/Máynez	1580-sahagun-maynez:000036	tlauhquechol*	tlauhquechol	ave roja	strongest	sahagun_narrative_terms	narrative_term_context	6	next-line	nahuatl	0	tlauhquechol	, o teuquechol, y vive en el agua, es como pato: tiene los pies como pato, anchos, colorados, también el pico tiene colorado, tiene el pico como paleta de boticario, que ellos llaman espátula: tiene un tocadillo en la cabeza colorado, tiene el pecho, y barriga y la cola, y las alas de color encarnado, muy fino y las espaldas, y los codos de las alas muy colorado, el pico tiene amarillo, y los pies amarillos. Dicen: que este ave, es el príncipe de las garzotas blancas que se juntan a él, donde quiera que le ven.	Lib. 11, fols. 20 y 21, p. 174 v. y 175 r.	as y otros pajarotes, que se llaman tlauhquechol y zacuan, y papagayos, y alome, y coxolitli. Lib. 8, fol. 30, p. 280 r. Hay otra ave, que se llama tlauhquechol , o teuquechol, y vive en el agua, es como pato: tiene los pies como pato, anchos, colorados, también el pico tiene colorado, tiene el pico como paleta de boticario, que ellos llam
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	1	equals	mixed	0	xiuhtototl	] y otras piedras veteadas de muchas y diferentes colores	[107r=]	lamadas teoxihuitl, pequeñas, para sembrarlas en cosas muy ricas y mucho oro, plumería de la más rica se cría en todo el mundo y pájaros muy galanos, las plumas de ellos, llamados xiuhtototl , tlalquechol y tzinitzcan y zacuan, cueros de tigres adobados, de leones y lobos grandes [107r=] y otras piedras veteadas de muchas y diferentes colores <sma
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	2	equals	nahuatl	0	tlalquechol	] y otras piedras veteadas de muchas y diferentes colores	[107r=]	pequeñas, para sembrarlas en cosas muy ricas y mucho oro, plumería de la más rica se cría en todo el mundo y pájaros muy galanos, las plumas de ellos, llamados xiuhtototl , tlalquechol y tzinitzcan y zacuan, cueros de tigres adobados, de leones y lobos grandes [107r=] y otras piedras veteadas de muchas y diferentes colores (f:106r.)
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	3	next-line	nahuatl	0	tlauhquechol	, tzinitzcan, cacao de diversas maneras y colores, todo género de manta rica, labradas, grandes de a veinte brazas, llaman cuauhmecatl , y de a diez brazas y de ocho y de menos brazas, los cuales les era dado a estos tales principales por tributo de ellos, y preciadas aves vivas llaman zacuan y toznene, papagayos de muchas maneras, y ayocuan, águilas traían los naturales de los pueblos de la costa y orillas de la mar; por lo consiguiente, animales vivos y sus pellejos adobados, como leones, tigres, onzas y de todas suertes de culebras, géneros de víboras, la grandeza temeraria de ellos, como son sus nombres teuctlacozauhqui, chiauhcoatl y nexhua, y culebras grandes blancas, temerarias su espanto y grandeza, y zolcoatl, mihuacoatl, y culebra la cola es como pescado de hueso hendida por medio, muy temerarias, que por tener sujetos a los naturales, no teniendo tributo que dar,		edras preciosas, esmeraldas, otras piedras chalchihuitl, oro, preciada plumería de diversas maneras y colores, de diversas maneras de preciada aves volantes, nombrados xiuhtototl, tlauhquechol , tzinitzcan, cacao de diversas maneras y colores, todo género de manta rica, labradas, grandes de a veinte brazas, llaman cuauhmecatl , y de a diez brazas y de ocho y de men
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	4	next-line	mixed	0	cuauhmecatl	, y de a diez brazas y de ocho y de menos brazas, los cuales les era dado a estos tales principales por tributo de ellos, y preciadas aves vivas llaman zacuan y toznene, papagayos de muchas maneras, y ayocuan, águilas traían los naturales de los pueblos de la costa y orillas de la mar; por lo consiguiente, animales vivos y sus pellejos adobados, como leones, tigres, onzas y de todas suertes de culebras, géneros de víboras, la grandeza temeraria de ellos, como son sus nombres teuctlacozauhqui, chiauhcoatl y nexhua, y culebras grandes blancas, temerarias su espanto y grandeza, y zolcoatl, mihuacoatl, y culebra la cola es como pescado de hueso hendida por medio, muy temerarias, que por tener sujetos a los naturales, no teniendo tributo que dar, les hacían traer alacranes, ciempiés ponzoñosas; y en partes y pueblos daba piedras de ámbar, cueros de tortugas duras y galanas, con hacían		aves volantes, nombrados xiuhtototl, tlauhquechol , tzinitzcan, cacao de diversas maneras y colores, todo género de manta rica, labradas, grandes de a veinte brazas, llaman cuauhmecatl , y de a diez brazas y de ocho y de menos brazas, los cuales les era dado a estos tales principales por tributo de ellos, y preciadas aves vivas llaman zacuan y toznene, pap
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	5	next-line	mixed	0	zacuan	y toznene, papagayos de muchas maneras, y ayocuan, águilas traían los naturales de los pueblos de la costa y orillas de la mar; por lo consiguiente, animales vivos y sus pellejos adobados, como leones, tigres, onzas y de todas suertes de culebras, géneros de víboras, la grandeza temeraria de ellos, como son sus nombres teuctlacozauhqui, chiauhcoatl y nexhua, y culebras grandes blancas, temerarias su espanto y grandeza, y zolcoatl, mihuacoatl, y culebra la cola es como pescado de hueso hendida por medio, muy temerarias, que por tener sujetos a los naturales, no teniendo tributo que dar, les hacían traer alacranes, ciempiés ponzoñosas; y en partes y pueblos daba piedras de ámbar, cueros de tortugas duras y galanas, con hacían mecedores de cacao a las mil maravillas engastadas en oro; finalmente de toda cosa se cría y hacen las orillas de la mar los naturales de las costas, y piedras jaspe		s, llaman cuauhmecatl , y de a diez brazas y de ocho y de menos brazas, los cuales les era dado a estos tales principales por tributo de ellos, y preciadas aves vivas llaman zacuan y toznene, papagayos de muchas maneras, y ayocuan, águilas traían los naturales de los pueblos de la costa y orillas de la mar; por lo consiguiente, animales vivos y sus pellejos
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	6	next-line	nahuatl	0	tlaltcocotl	y nacazcolli, y todas las flores de colores de tintes para pintar que los tales tributarios traían (f:012v.)	(f:012v.)	"a las mil maravillas engastadas en oro; finalmente de toda cosa se cría y hacen las orillas de la mar los naturales de las costas, y piedras jaspes y cristales y otras que llaman tlaltcocotl y nacazcolli, y todas las flores de colores de tintes para pintar que los tales tributarios traían (f:012v.) Respondió Moctezuma y Cihuacóatl, dijeron: ""V"
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	7	next-line	nahuatl	0	tlauhquechol	, tzinitzcan, cueros de tigres, leones, onzas, cacao, jícaras (f:033v.)	(f:033v.)	a ellos conveniente, que os llevarán allá piedras preciosas, plumería, ropas, esclavos, oro, preciadas plumas de diversas aves volantes venidas del cabo del mundo, son xiuhtototl, tlauhquechol , tzinitzcan, cueros de tigres, leones, onzas, cacao, jícaras (f:033v.) Y con esto, dieron los principales de la costa a los tlaxcaltecas esmeraldas, piedras
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	8	equals	nahuatl	0	tlauhquechol	]	(f:037r.)	piedras de valor, chalchihuitl, preciada plumería, oro en cañutillos, papel de la tierra (cuauhamatl), cueros de tigres, leones, plumería de aves pequeñas muy galanos, xiuhtototl, tlauhquechol , tzinitzcan, zacuan, quetzalhuitzil, cacao, mantas de todo género, ricas (f:037r.) Capítulo 36. Segunda vez que se habían rebelado los cuitlaxtecas, cempo
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	9	equals	mixed	0	Xicontencatl	]	[42r=]	"eron a los pueblos de Orizaba, Ahuilizapan, Cuetlaxtlan y Cempoala y dijeron al principal de ellos, Tepeteuctli y Ce Tonalli, ambos a dos, dijeron los señores de Tlaxcala llamados Xicontencatl y Xayacama, Tlehuexotl y otro Quetzalxiuhtentzin, principales de Tlaxcala, les dijeron a los principales de las costas: ""entendido hemos la sinrazón y crueldad que con vosotros"
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	10	next-line	nahuatl	0	tlauhquechol	, xiuhtototl, tzinitzcan, zacuan, chalchihuitl, esmeraldas y de todo género de piedras preciosas, mantas ricas, pellejos de animales adobados a las maravillas, pescado, caracoles, conchas de tortugas vivas, grandes, y sin esto servidumbre y haberes a vuestros hijos y hermanos sacrificados a sus dioses (f:041r.)	(f:041r.)	mexicanillos de Tenochtitlan y las cosas forzosamente les habéis dado, oro, mantas, plumería muy rica, aves de muy lejos venidos sus pellejos, como son tlauh [42r=] tlauhquechol , xiuhtototl, tzinitzcan, zacuan, chalchihuitl, esmeraldas y de todo género de piedras preciosas, mantas ricas, pellejos de animales adobados a las maravillas, pescado, caracoles,
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	11	next-line	mixed	0	ichcahuipilli	, de algodón estofado, dardos arrojadizos, varas tostadas, pellejos de aves de pluma, muy ricas cotaras doradas (catles), y de esto de aves y pájaros a las mil maravillas, son xiuhtototl, tlauhquechol , tzinitzcan, zacuan, que es cosa muy preciada y estimada en Tenochtitlan y por los mexicanos (f:044v.)	(f:044v.)	tenían y llevaban a las guerras, rodelas ricas guarnecidas y con cueros de tigres otras y plumería, brazaletes, espadartes, cotas mexi [44v¾] cotas mexicanas llaman ichcahuipilli , de algodón estofado, dardos arrojadizos, varas tostadas, pellejos de aves de pluma, muy ricas cotaras doradas (catles), y de esto de aves y pájaros a las mil maravillas, son xiuh
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	12	next-line	nahuatl	0	tlauhquechol	, tzinitzcan, zacuan, que es cosa muy preciada y estimada en Tenochtitlan y por los mexicanos (f:044v.)	(f:044v.)	odón estofado, dardos arrojadizos, varas tostadas, pellejos de aves de pluma, muy ricas cotaras doradas (catles), y de esto de aves y pájaros a las mil maravillas, son xiuhtototl, tlauhquechol , tzinitzcan, zacuan, que es cosa muy preciada y estimada en Tenochtitlan y por los mexicanos (f:044v.) Daremos preciada plumería y aves de pluma muy rica lla
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	13	next-line	nahuatl	0	tlauhquechol	y xiuhtototl y el tzinitzcan y zacuan, y cueros adobados de grandes animales, leones, tigres, onzas, leones pardos, y ámbar cuajado, tecomates para cacao muy ricos, mecedores de cacao de tortugas anchas engastadas en oro, petates pintados (alahuacapetlatl), cacao, y asimismo, pues por fuerza de armas ganó este tianguis, allí le granjearemos todo lo que más le conviniere (f:059r.)	(f:059r.)	initzcan, zacuan, que es cosa muy preciada y estimada en Tenochtitlan y por los mexicanos (f:044v.) Daremos preciada plumería y aves de pluma muy rica llaman tlauhquechol y xiuhtototl y el tzinitzcan y zacuan, y cueros adobados de grandes animales, leones, tigres, onzas, leones pardos, y ámbar cuajado, tecomates para cacao muy ricos, mecedores de c
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	14	next-line	nahuatl	0	tlauhquechol	, y la rica plumería (f:063v.)	(f:063v.)	este tianguis, allí le granjearemos todo lo que más le conviniere (f:059r.) Y el Cuetzpal porfiando a le quitar la divisa del pájaro traía la cabeza, que era tlauhquechol , y la rica plumería (f:063v.) Asimismo entraron adonde llaman Tzapocalco , labrado de aguas culebreadas y muy adornado de petates labrados (alahuacapet
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	15	next-line	mixed	0	Tzapocalco	, labrado de aguas culebreadas y muy adornado de petates labrados (alahuacapetlatl), y cueros de tigres por espaldares en los asentaderos y en el principal asiento está por dosel de pluma de tlauhquechol y un amoxqueador muy grande, preciada plumería, y en lugar de abanillos de dar frescor, amoxqueadores pequeñitos de los de Tehuantepec y todas las cosas que pertenecen, como son bezoleras, orejeras y coronas o medias mitias, unos asientos todo puesto, de los cuales y a imitación de ellos les dio Axayaca a los cenpoaltecas y quiahuiztecas (f:066v.)	(f:066v.)	uetzpal porfiando a le quitar la divisa del pájaro traía la cabeza, que era tlauhquechol , y la rica plumería (f:063v.) Asimismo entraron adonde llaman Tzapocalco , labrado de aguas culebreadas y muy adornado de petates labrados (alahuacapetlatl), y cueros de tigres por espaldares en los asentaderos y en el principal asiento está por dosel d
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	16	next-line	nahuatl	0	tlauhquechol	y un amoxqueador muy grande, preciada plumería, y en lugar de abanillos de dar frescor, amoxqueadores pequeñitos de los de Tehuantepec y todas las cosas que pertenecen, como son bezoleras, orejeras y coronas o medias mitias, unos asientos todo puesto, de los cuales y a imitación de ellos les dio Axayaca a los cenpoaltecas y quiahuiztecas (f:066v.)	(f:066v.)	e aguas culebreadas y muy adornado de petates labrados (alahuacapetlatl), y cueros de tigres por espaldares en los asentaderos y en el principal asiento está por dosel de pluma de tlauhquechol y un amoxqueador muy grande, preciada plumería, y en lugar de abanillos de dar frescor, amoxqueadores pequeñitos de los de Tehuantepec y todas las cosas que pertenecen, como son b
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	17	next-line	nahuatl	0	tlauhquechol	, con su rodela y la otra mano un espadarte y por dosel a sus pies o hal hombre un cuero de tigre, y con las colores de la margarita dorada y azul y plateada, hacían aguas y colores que resplandecían muy vistoso (f:071r.)	(f:071r.)	eña, la comenzaron a labrar y en breve tiempo acabaron de labrar la figura, que estaba parado con cabello de muy preciada pluma y teñido con colores de la propia manera del pájaro tlauhquechol , con su rodela y la otra mano un espadarte y por dosel a sus pies o hal hombre un cuero de tigre, y con las colores de la margarita dorada y azul y plateada, hacían aguas y colore
1598 Tezozomoc	1598-tezozomoc:000026	tlalquechol	tlauhquechol	sinzón / pájaro muy galano/ preciada ave volante / ave pequeña muy galana / ave de pluma muy rica	strongest	chronicle_narrative_terms	narrative_term_context	18	next-line	nahuatl	0	tlauhquechol	, tzinitzcan y toznenes, cacao, mantas (f:072r.)	(f:072r.)	Y luego vinieron los de Tepeaca y los de Cuetlaxtlan y ofrecieron conforme a los grandísimos tributos suelen dar de oro, piedras de gran valor, pájaros, los pellejos de ellos, tlauhquechol , tzinitzcan y toznenes, cacao, mantas (f:072r.) Tercero vestido le llaman Yuhualahua , le ponen encima de la cabeza un plumaje llaman tlauhquecholtz
