relation	token	guess	count	source	lemma	translation	guesses	rla_status	rla_match	review_bucket	bucket_reason
no-guess	tzonquizcayotl		1	1571 Molina 2	tzonquizalizyotl  =	Cf. tzonquizcayotl		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	tzoquizincan		1	1598 Tezozomoc	tzoquiçinga	Cf. tzoquizincan		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	xeretzi		1	1780 Clavijero	comalquilitl	Planta antihemorroidal que en Tarasco llaman Tzaguanguanitz Xeretzi		not_in_rla		subtract_taxonomy_latin	scientific/taxonomic context
no-guess	xhuiuhtzin		1	1551-95 Documentos nahuas de la Ciudad de México	ixhuiuhtzin	ver -xhuiuhtzin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	xicotzi		1	1571 Molina 2	xizo  =	Cf. xicotzi		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	yamaziliztli		1	1571 Molina 2	yamaniliztli  =	Cf. yamaziliztli		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	yaotzatzi		1	1571 Molina 2	yaotzatzilia	lo mismo es que yaotzatzi.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	yaotzatzilia		1	1571 Molina 2	yaotzatzi  =	cf. yaotzatzilia		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	yctitotzinquixtizque		1	1571 Molina 2	aoctle itech titotlamizque	lo mismo es que aoctle yctitotzinquixtizque.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ylamatcatzitzintin		1	1547 Olmos_G	ilamatzin	vieja honrada, o viejecita; plural ylamatcatzitzintin		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	yohuatzinco		1	1780 Clavijero	axcan	Ahora, al presente. Axcan yohuatzinco, esta mañana, Axcan teotlac, esta tarde. Axcan yohualtica, esta noche: Axcan nepantla tonatiuh. Hoy a mediodía, etcétera.		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	ypillotzitzihuan		1	17?? Bnf_362	pillotl	{así} llaman ellos solo a sus sobrinas, de donde se ve cuánta propiedad fué llamar a los Ángeles Ypillotzitzihuan in Dios, como se ve en un Autor Antiguo		not_in_rla		subtract_nahuatl_or_source	Nahuatl form or cross-reference note
no-guess	çolmiquiztli		1	1629 Alarcón	tlazolmimiquiliztli	significa casi lo mismo [que tlàçolmiquiztli], solo denota juntamente la falta del sentido		not_in_rla		subtract_nahuatl_or_source	exact source-form token
